Category,input_text,target_text
Emotion,I can't help you. (sample 44),"I’m really sorry, but I’m unable to help you right now. (sample 44)"
Emotion,I can't help you. (sample 45),"I’m really sorry, but I’m unable to help you right now. (sample 45)"
Emotion,I can't help you. (sample 46),"I’m really sorry, but I’m unable to help you right now. (sample 46)"
Emotion,I can't help you. (sample 47),"I’m really sorry, but I’m unable to help you right now. (sample 47)"
Emotion,I can't help you. (sample 48),"I’m really sorry, but I’m unable to help you right now. (sample 48)"
Emotion,I can't help you. (sample 49),"I’m really sorry, but I’m unable to help you right now. (sample 49)"
Emotion,I can't help you. (sample 50),"I’m really sorry, but I’m unable to help you right now. (sample 50)"
Emotion,I can't help you. (sample 51),"I’m really sorry, but I’m unable to help you right now. (sample 51)"
Emotion,I can't help you. (sample 52),"I’m really sorry, but I’m unable to help you right now. (sample 52)"
Emotion,I can't help you. (sample 53),"I’m really sorry, but I’m unable to help you right now. (sample 53)"
Emotion,I can't help you. (sample 54),"I’m really sorry, but I’m unable to help you right now. (sample 54)"
Emotion,I can't help you. (sample 55),"I’m really sorry, but I’m unable to help you right now. (sample 55)"
Emotion,I can't help you. (sample 56),"I’m really sorry, but I’m unable to help you right now. (sample 56)"
Emotion,I can't help you. (sample 57),"I’m really sorry, but I’m unable to help you right now. (sample 57)"
Emotion,I can't help you. (sample 58),"I’m really sorry, but I’m unable to help you right now. (sample 58)"
Emotion,I can't help you. (sample 59),"I’m really sorry, but I’m unable to help you right now. (sample 59)"
Emotion,I can't help you. (sample 60),"I’m really sorry, but I’m unable to help you right now. (sample 60)"
Emotion,I can't help you. (sample 61),"I’m really sorry, but I’m unable to help you right now. (sample 61)"
Emotion,I can't help you. (sample 62),"I’m really sorry, but I’m unable to help you right now. (sample 62)"
Emotion,I can't help you. (sample 63),"I’m really sorry, but I’m unable to help you right now. (sample 63)"
Emotion,I can't help you. (sample 64),"I’m really sorry, but I’m unable to help you right now. (sample 64)"
Emotion,I can't help you. (sample 65),"I’m really sorry, but I’m unable to help you right now. (sample 65)"
Emotion,I can't help you. (sample 66),"I’m really sorry, but I’m unable to help you right now. (sample 66)"
Emotion,I can't help you. (sample 67),"I’m really sorry, but I’m unable to help you right now. (sample 67)"
Emotion,I can't help you. (sample 68),"I’m really sorry, but I’m unable to help you right now. (sample 68)"
Emotion,I can't help you. (sample 69),"I’m really sorry, but I’m unable to help you right now. (sample 69)"
Emotion,I can't help you. (sample 70),"I’m really sorry, but I’m unable to help you right now. (sample 70)"
Emotion,I can't help you. (sample 71),"I’m really sorry, but I’m unable to help you right now. (sample 71)"
Emotion,I can't help you. (sample 72),"I’m really sorry, but I’m unable to help you right now. (sample 72)"
Emotion,I can't help you. (sample 73),"I’m really sorry, but I’m unable to help you right now. (sample 73)"
Emotion,I can't help you. (sample 74),"I’m really sorry, but I’m unable to help you right now. (sample 74)"
Emotion,I can't help you. (sample 75),"I’m really sorry, but I’m unable to help you right now. (sample 75)"
Emotion,I can't help you. (sample 76),"I’m really sorry, but I’m unable to help you right now. (sample 76)"
Emotion,I can't help you. (sample 77),"I’m really sorry, but I’m unable to help you right now. (sample 77)"
Emotion,I can't help you. (sample 78),"I’m really sorry, but I’m unable to help you right now. (sample 78)"
Emotion,I can't help you. (sample 79),"I’m really sorry, but I’m unable to help you right now. (sample 79)"
Emotion,I can't help you. (sample 80),"I’m really sorry, but I’m unable to help you right now. (sample 80)"
Emotion,I can't help you. (sample 81),"I’m really sorry, but I’m unable to help you right now. (sample 81)"
Emotion,I can't help you. (sample 82),"I’m really sorry, but I’m unable to help you right now. (sample 82)"
Emotion,I can't help you. (sample 83),"I’m really sorry, but I’m unable to help you right now. (sample 83)"
Emotion,I can't help you. (sample 84),"I’m really sorry, but I’m unable to help you right now. (sample 84)"
Emotion,I can't help you. (sample 85),"I’m really sorry, but I’m unable to help you right now. (sample 85)"
Emotion,I can't help you. (sample 86),"I’m really sorry, but I’m unable to help you right now. (sample 86)"
